File Name,label,tempo,rhythm,rest,num of pitch
wav_AbAbD882.wav,"['Ab', 'Ab', 'D']",120,"['black', 'Quater', 'whole']","['half rest', 'no rest', 'no rest']",3
wav_C#EbD132.wav,"['C#', 'Eb', 'D']",100,"['whole', 'half', 'half']","['no rest', 'half rest', 'no rest']",3
wav_BbDEb1023.wav,"['Bb', 'D', 'Eb']",140,"['black', 'half', 'white']","['no rest', 'half rest', 'half rest']",3
wav_BED1142.wav,"['B', 'E', 'D']",80,"['white', 'black', 'whole']","['no rest', 'half rest', 'half rest']",3
wav_BDEb1123.wav,"['B', 'D', 'Eb']",140,"['half', 'white', 'half']","['half rest', 'no rest', 'no rest']",3
wav_C#BbF#1106.wav,"['C#', 'Bb', 'F#']",120,"['whole', 'whole', 'Quater']","['no rest', 'no rest', 'no rest']",3
wav_C#AbB1811.wav,"['C#', 'Ab', 'B']",140,"['whole', 'Quater', 'half']","['no rest', 'half rest', 'half rest']",3
wav_AbBbAb8108.wav,"['Ab', 'Bb', 'Ab']",100,"['half', 'whole', 'whole']","['no rest', 'half rest', 'no rest']",3
wav_AbGEb873.wav,"['Ab', 'G', 'Eb']",100,"['white', 'half', 'black']","['half rest', 'half rest', 'half rest']",3
wav_C#DE124.wav,"['C#', 'D', 'E']",120,"['white', 'black', 'whole']","['half rest', 'no rest', 'half rest']",3
wav_AC#F915.wav,"['A', 'C#', 'F']",140,"['whole', 'Quater', 'half']","['no rest', 'no rest', 'half rest']",3
wav_FF#E564.wav,"['F', 'F#', 'E']",100,"['white', 'black', 'half']","['no rest', 'no rest', 'half rest']",3
wav_DAbG287.wav,"['D', 'Ab', 'G']",100,"['half', 'Quater', 'half']","['no rest', 'no rest', 'no rest']",3
wav_AbAbAb888.wav,"['Ab', 'Ab', 'Ab']",80,"['half', 'white', 'whole']","['no rest', 'half rest', 'no rest']",3
wav_EbF#Bb3610.wav,"['Eb', 'F#', 'Bb']",120,"['black', 'half', 'half']","['half rest', 'half rest', 'half rest']",3
wav_BbF#D1062.wav,"['Bb', 'F#', 'D']",160,"['Quater', 'whole', 'black']","['no rest', 'half rest', 'half rest']",3
wav_GGF#776.wav,"['G', 'G', 'F#']",100,"['white', 'white', 'whole']","['no rest', 'no rest', 'half rest']",3
wav_CF#Ab068.wav,"['C', 'F#', 'Ab']",140,"['half', 'whole', 'half']","['no rest', 'half rest', 'half rest']",3
wav_DAbF285.wav,"['D', 'Ab', 'F']",100,"['white', 'half', 'black']","['half rest', 'no rest', 'half rest']",3
wav_BbBbC#10101.wav,"['Bb', 'Bb', 'C#']",140,"['half', 'Quater', 'half']","['no rest', 'half rest', 'half rest']",3
wav_BGAb1178.wav,"['B', 'G', 'Ab']",160,"['half', 'black', 'Quater']","['no rest', 'no rest', 'half rest']",3
wav_EbEG347.wav,"['Eb', 'E', 'G']",80,"['black', 'Quater', 'black']","['no rest', 'half rest', 'no rest']",3
wav_C#BC1110.wav,"['C#', 'B', 'C']",140,"['black', 'white', 'Quater']","['no rest', 'no rest', 'no rest']",3
wav_GDEb723.wav,"['G', 'D', 'Eb']",80,"['whole', 'Quater', 'half']","['half rest', 'half rest', 'no rest']",3
wav_FCC#501.wav,"['F', 'C', 'C#']",160,"['black', 'Quater', 'Quater']","['no rest', 'half rest', 'half rest']",3
wav_C#FAb158.wav,"['C#', 'F', 'Ab']",80,"['Quater', 'whole', 'Quater']","['half rest', 'no rest', 'no rest']",3
wav_AFBb9510.wav,"['A', 'F', 'Bb']",80,"['whole', 'Quater', 'black']","['no rest', 'no rest', 'half rest']",3
wav_F#EbAb638.wav,"['F#', 'Eb', 'Ab']",100,"['whole', 'whole', 'half']","['half rest', 'no rest', 'half rest']",3
wav_BAD1192.wav,"['B', 'A', 'D']",100,"['half', 'Quater', 'whole']","['no rest', 'no rest', 'no rest']",3
wav_C#EbA139.wav,"['C#', 'Eb', 'A']",80,"['half', 'half', 'whole']","['no rest', 'half rest', 'half rest']",3
wav_BbEbEb1033.wav,"['Bb', 'Eb', 'Eb']",80,"['half', 'half', 'black']","['no rest', 'no rest', 'no rest']",3
wav_C#EbE134.wav,"['C#', 'Eb', 'E']",100,"['half', 'black', 'Quater']","['half rest', 'no rest', 'half rest']",3
wav_BbCC#1001.wav,"['Bb', 'C', 'C#']",160,"['half', 'whole', 'whole']","['no rest', 'no rest', 'no rest']",3
wav_CDE024.wav,"['C', 'D', 'E']",140,"['half', 'black', 'half']","['half rest', 'half rest', 'no rest']",3
wav_FF#D562.wav,"['F', 'F#', 'D']",80,"['black', 'Quater', 'Quater']","['no rest', 'half rest', 'no rest']",3
