File Name,label,tempo,rhythm,rest,num of pitch
wav_AAbG987.wav,"['A', 'Ab', 'G']",120,"['whole', 'Quater', 'whole']","['no rest', 'no rest', 'Sixteenth rest']",3
wav_FDC520.wav,"['F', 'D', 'C']",120,"['Quater', 'half', 'half']","['Quarter rest', 'whole rest', 'whole rest']",3
wav_FAF#596.wav,"['F', 'A', 'F#']",120,"['white', 'white', 'whole']","['eighth rest', 'no rest', 'no rest']",3
wav_EbEBb3410.wav,"['Eb', 'E', 'Bb']",120,"['white', 'black', 'Quater']","['Quarter rest', 'Sixteenth rest', 'eighth rest']",3
wav_F#BbA6109.wav,"['F#', 'Bb', 'A']",120,"['half', 'black', 'whole']","['Sixteenth rest', 'eighth rest', 'eighth rest']",3
wav_EGC470.wav,"['E', 'G', 'C']",120,"['black', 'half', 'Quater']","['eighth rest', 'Quarter rest', 'Quarter rest']",3
wav_EbAbBb3810.wav,"['Eb', 'Ab', 'Bb']",120,"['whole', 'half', 'black']","['Quarter rest', 'whole rest', 'Quarter rest']",3
wav_BC#D1112.wav,"['B', 'C#', 'D']",120,"['white', 'whole', 'black']","['eighth rest', 'half rest', 'Sixteenth rest']",3
wav_F#EA649.wav,"['F#', 'E', 'A']",120,"['half', 'half', 'white']","['no rest', 'Quarter rest', 'Sixteenth rest']",3
wav_GBbF#7106.wav,"['G', 'Bb', 'F#']",120,"['white', 'black', 'black']","['Sixteenth rest', 'half rest', 'eighth rest']",3
wav_BC#C#1111.wav,"['B', 'C#', 'C#']",120,"['half', 'black', 'Quater']","['whole rest', 'whole rest', 'Quarter rest']",3
wav_AbCC#801.wav,"['Ab', 'C', 'C#']",120,"['half', 'black', 'Quater']","['Quarter rest', 'Quarter rest', 'whole rest']",3
wav_GEbG737.wav,"['G', 'Eb', 'G']",120,"['whole', 'Quater', 'Quater']","['eighth rest', 'Quarter rest', 'half rest']",3
wav_AEbEb933.wav,"['A', 'Eb', 'Eb']",120,"['whole', 'whole', 'half']","['half rest', 'no rest', 'eighth rest']",3
wav_EBB41111.wav,"['E', 'B', 'B']",120,"['Quater', 'black', 'black']","['eighth rest', 'eighth rest', 'Quarter rest']",3
wav_CDAb028.wav,"['C', 'D', 'Ab']",120,"['Quater', 'whole', 'black']","['half rest', 'half rest', 'Quarter rest']",3
wav_C#GAb178.wav,"['C#', 'G', 'Ab']",120,"['Quater', 'whole', 'white']","['whole rest', 'Sixteenth rest', 'eighth rest']",3
wav_BbF#E1064.wav,"['Bb', 'F#', 'E']",120,"['whole', 'whole', 'white']","['whole rest', 'Sixteenth rest', 'half rest']",3
wav_C#F#Eb163.wav,"['C#', 'F#', 'Eb']",120,"['Quater', 'whole', 'Quater']","['no rest', 'whole rest', 'no rest']",3
wav_AbCB8011.wav,"['Ab', 'C', 'B']",120,"['black', 'Quater', 'white']","['Sixteenth rest', 'Sixteenth rest', 'Sixteenth rest']",3
wav_BbFE1054.wav,"['Bb', 'F', 'E']",120,"['white', 'white', 'half']","['half rest', 'Sixteenth rest', 'half rest']",3
wav_CFD052.wav,"['C', 'F', 'D']",120,"['whole', 'white', 'half']","['Quarter rest', 'no rest', 'no rest']",3
wav_DBF2115.wav,"['D', 'B', 'F']",120,"['Quater', 'white', 'black']","['half rest', 'whole rest', 'whole rest']",3
wav_DAF295.wav,"['D', 'A', 'F']",120,"['white', 'Quater', 'whole']","['half rest', 'Quarter rest', 'no rest']",3
wav_EDB4211.wav,"['E', 'D', 'B']",120,"['black', 'half', 'white']","['Sixteenth rest', 'no rest', 'no rest']",3
wav_EEBF44115.wav,"['E', 'E', 'B', 'F']",120,"['white', 'white', 'whole', 'white']","['no rest', 'whole rest', 'Sixteenth rest', 'whole rest']",4
wav_F#EbDF#6326.wav,"['F#', 'Eb', 'D', 'F#']",120,"['whole', 'half', 'Quater', 'whole']","['no rest', 'no rest', 'eighth rest', 'half rest']",4
wav_AEABb94910.wav,"['A', 'E', 'A', 'Bb']",120,"['whole', 'black', 'Quater', 'black']","['Quarter rest', 'Sixteenth rest', 'eighth rest', 'whole rest']",4
wav_AbADF8925.wav,"['Ab', 'A', 'D', 'F']",120,"['white', 'half', 'black', 'half']","['no rest', 'eighth rest', 'whole rest', 'no rest']",4
wav_F#DCD6202.wav,"['F#', 'D', 'C', 'D']",120,"['white', 'whole', 'white', 'half']","['eighth rest', 'Quarter rest', 'whole rest', 'Sixteenth rest']",4
wav_BGFC11750.wav,"['B', 'G', 'F', 'C']",120,"['whole', 'half', 'half', 'half']","['whole rest', 'whole rest', 'eighth rest', 'no rest']",4
wav_BDEB112411.wav,"['B', 'D', 'E', 'B']",120,"['half', 'black', 'white', 'Quater']","['whole rest', 'Sixteenth rest', 'Sixteenth rest', 'Quarter rest']",4
wav_EbBFC31150.wav,"['Eb', 'B', 'F', 'C']",120,"['white', 'whole', 'black', 'half']","['Sixteenth rest', 'no rest', 'no rest', 'no rest']",4
wav_C#AbC#A1819.wav,"['C#', 'Ab', 'C#', 'A']",120,"['Quater', 'whole', 'black', 'whole']","['Quarter rest', 'Sixteenth rest', 'Quarter rest', 'half rest']",4
wav_FEbBC#53111.wav,"['F', 'Eb', 'B', 'C#']",120,"['white', 'black', 'Quater', 'black']","['no rest', 'no rest', 'no rest', 'no rest']",4
wav_AbFBbD85102.wav,"['Ab', 'F', 'Bb', 'D']",120,"['black', 'half', 'half', 'whole']","['eighth rest', 'Quarter rest', 'half rest', 'no rest']",4
wav_C#GAbG1787.wav,"['C#', 'G', 'Ab', 'G']",120,"['half', 'black', 'half', 'whole']","['whole rest', 'Quarter rest', 'no rest', 'Sixteenth rest']",4
wav_ECGA4079.wav,"['E', 'C', 'G', 'A']",120,"['Quater', 'Quater', 'half', 'black']","['eighth rest', 'Quarter rest', 'half rest', 'Sixteenth rest']",4
wav_BbAbCEb10803.wav,"['Bb', 'Ab', 'C', 'Eb']",120,"['half', 'half', 'black', 'whole']","['whole rest', 'Sixteenth rest', 'whole rest', 'half rest']",4
wav_FCF#F#5066.wav,"['F', 'C', 'F#', 'F#']",120,"['Quater', 'whole', 'whole', 'whole']","['Quarter rest', 'whole rest', 'half rest', 'Quarter rest']",4
wav_EbAGEb3973.wav,"['Eb', 'A', 'G', 'Eb']",120,"['whole', 'whole', 'Quater', 'half']","['no rest', 'no rest', 'Quarter rest', 'Quarter rest']",4
wav_ABbAbG91087.wav,"['A', 'Bb', 'Ab', 'G']",120,"['black', 'white', 'Quater', 'white']","['eighth rest', 'Sixteenth rest', 'no rest', 'Quarter rest']",4
wav_CBEbAb01138.wav,"['C', 'B', 'Eb', 'Ab']",120,"['Quater', 'Quater', 'Quater', 'half']","['eighth rest', 'eighth rest', 'no rest', 'Sixteenth rest']",4
wav_BbC#BbAb101108.wav,"['Bb', 'C#', 'Bb', 'Ab']",120,"['Quater', 'whole', 'black', 'Quater']","['Sixteenth rest', 'Quarter rest', 'Quarter rest', 'half rest']",4
wav_CFEbBb05310.wav,"['C', 'F', 'Eb', 'Bb']",120,"['half', 'black', 'half', 'Quater']","['Sixteenth rest', 'whole rest', 'Sixteenth rest', 'half rest']",4
wav_DBbF#C#21061.wav,"['D', 'Bb', 'F#', 'C#']",120,"['whole', 'white', 'half', 'Quater']","['Quarter rest', 'no rest', 'whole rest', 'eighth rest']",4
wav_GC#C#B71111.wav,"['G', 'C#', 'C#', 'B']",120,"['black', 'Quater', 'white', 'white']","['whole rest', 'eighth rest', 'eighth rest', 'whole rest']",4
wav_DF#AE2694.wav,"['D', 'F#', 'A', 'E']",120,"['whole', 'half', 'whole', 'white']","['Quarter rest', 'half rest', 'half rest', 'Quarter rest']",4
wav_GF#EE7644.wav,"['G', 'F#', 'E', 'E']",120,"['white', 'Quater', 'black', 'white']","['Sixteenth rest', 'eighth rest', 'eighth rest', 'eighth rest']",4
wav_CGAbC0780.wav,"['C', 'G', 'Ab', 'C']",120,"['Quater', 'Quater', 'white', 'white']","['Sixteenth rest', 'whole rest', 'whole rest', 'whole rest']",4
wav_FBCDG511027.wav,"['F', 'B', 'C', 'D', 'G']",120,"['half', 'black', 'half', 'black', 'black']","['Quarter rest', 'no rest', 'half rest', 'whole rest', 'eighth rest']",5
wav_EABDC491120.wav,"['E', 'A', 'B', 'D', 'C']",120,"['black', 'black', 'white', 'Quater', 'white']","['whole rest', 'eighth rest', 'Quarter rest', 'Quarter rest', 'Sixteenth rest']",5
wav_GGBbAEb771093.wav,"['G', 'G', 'Bb', 'A', 'Eb']",120,"['whole', 'black', 'whole', 'whole', 'half']","['eighth rest', 'half rest', 'half rest', 'half rest', 'Quarter rest']",5
wav_F#BbAAB6109911.wav,"['F#', 'Bb', 'A', 'A', 'B']",120,"['half', 'half', 'Quater', 'half', 'Quater']","['Quarter rest', 'whole rest', 'no rest', 'no rest', 'whole rest']",5
wav_FDBCBb5211010.wav,"['F', 'D', 'B', 'C', 'Bb']",120,"['half', 'half', 'white', 'white', 'Quater']","['eighth rest', 'eighth rest', 'half rest', 'Quarter rest', 'no rest']",5
wav_AbF#EbF#Eb86363.wav,"['Ab', 'F#', 'Eb', 'F#', 'Eb']",120,"['half', 'whole', 'white', 'black', 'whole']","['Sixteenth rest', 'Quarter rest', 'whole rest', 'Sixteenth rest', 'whole rest']",5
wav_EBbECAb410408.wav,"['E', 'Bb', 'E', 'C', 'Ab']",120,"['half', 'half', 'half', 'whole', 'white']","['whole rest', 'no rest', 'whole rest', 'whole rest', 'Quarter rest']",5
wav_BF#CFAb116058.wav,"['B', 'F#', 'C', 'F', 'Ab']",120,"['whole', 'whole', 'half', 'half', 'Quater']","['whole rest', 'Quarter rest', 'Sixteenth rest', 'Sixteenth rest', 'Sixteenth rest']",5
wav_C#C#EF#B114611.wav,"['C#', 'C#', 'E', 'F#', 'B']",120,"['whole', 'white', 'half', 'whole', 'whole']","['half rest', 'half rest', 'whole rest', 'Quarter rest', 'eighth rest']",5
wav_EbBDEG311247.wav,"['Eb', 'B', 'D', 'E', 'G']",120,"['whole', 'white', 'whole', 'whole', 'Quater']","['half rest', 'Sixteenth rest', 'whole rest', 'Sixteenth rest', 'half rest']",5
wav_CDDBF022115.wav,"['C', 'D', 'D', 'B', 'F']",120,"['white', 'whole', 'white', 'whole', 'half']","['Sixteenth rest', 'Sixteenth rest', 'no rest', 'half rest', 'Sixteenth rest']",5
wav_BbEBbBbBb104101010.wav,"['Bb', 'E', 'Bb', 'Bb', 'Bb']",120,"['whole', 'half', 'half', 'white', 'white']","['whole rest', 'whole rest', 'no rest', 'no rest', 'Sixteenth rest']",5
wav_F#EEbEbC#64331.wav,"['F#', 'E', 'Eb', 'Eb', 'C#']",120,"['black', 'half', 'black', 'whole', 'black']","['Quarter rest', 'Sixteenth rest', 'whole rest', 'eighth rest', 'half rest']",5
wav_AbGGEA87749.wav,"['Ab', 'G', 'G', 'E', 'A']",120,"['white', 'black', 'black', 'black', 'black']","['Sixteenth rest', 'Quarter rest', 'Sixteenth rest', 'no rest', 'Sixteenth rest']",5
wav_GFGFF#75756.wav,"['G', 'F', 'G', 'F', 'F#']",120,"['Quater', 'whole', 'whole', 'white', 'Quater']","['whole rest', 'eighth rest', 'no rest', 'eighth rest', 'no rest']",5
wav_BAF#C#F#119616.wav,"['B', 'A', 'F#', 'C#', 'F#']",120,"['black', 'Quater', 'half', 'white', 'half']","['Sixteenth rest', 'eighth rest', 'Sixteenth rest', 'Sixteenth rest', 'half rest']",5
wav_DC#C#EbF21135.wav,"['D', 'C#', 'C#', 'Eb', 'F']",120,"['whole', 'half', 'white', 'Quater', 'half']","['no rest', 'no rest', 'no rest', 'eighth rest', 'half rest']",5
wav_ACFBD905112.wav,"['A', 'C', 'F', 'B', 'D']",120,"['black', 'black', 'black', 'black', 'Quater']","['eighth rest', 'eighth rest', 'eighth rest', 'eighth rest', 'eighth rest']",5
wav_BbEbFAbD103582.wav,"['Bb', 'Eb', 'F', 'Ab', 'D']",120,"['black', 'whole', 'whole', 'white', 'half']","['Sixteenth rest', 'half rest', 'half rest', 'eighth rest', 'no rest']",5
wav_CAbAAbC#08981.wav,"['C', 'Ab', 'A', 'Ab', 'C#']",120,"['black', 'Quater', 'black', 'half', 'white']","['half rest', 'whole rest', 'half rest', 'whole rest', 'eighth rest']",5
wav_AAbC#GA98179.wav,"['A', 'Ab', 'C#', 'G', 'A']",120,"['Quater', 'Quater', 'whole', 'black', 'whole']","['Quarter rest', 'whole rest', 'Sixteenth rest', 'half rest', 'whole rest']",5
wav_EbFF#BbE356104.wav,"['Eb', 'F', 'F#', 'Bb', 'E']",120,"['Quater', 'Quater', 'white', 'half', 'half']","['half rest', 'no rest', 'eighth rest', 'whole rest', 'whole rest']",5
wav_C#EbAbC#C13810.wav,"['C#', 'Eb', 'Ab', 'C#', 'C']",120,"['half', 'black', 'Quater', 'half', 'whole']","['no rest', 'Sixteenth rest', 'Quarter rest', 'no rest', 'whole rest']",5
wav_DCAbGE20874.wav,"['D', 'C', 'Ab', 'G', 'E']",120,"['white', 'whole', 'black', 'Quater', 'black']","['Quarter rest', 'no rest', 'Quarter rest', 'half rest', 'Quarter rest']",5
wav_AbBbAbFA810859.wav,"['Ab', 'Bb', 'Ab', 'F', 'A']",120,"['white', 'white', 'Quater', 'half', 'black']","['half rest', 'whole rest', 'eighth rest', 'whole rest', 'half rest']",5
wav_EbFFBAE3551194.wav,"['Eb', 'F', 'F', 'B', 'A', 'E']",120,"['half', 'Quater', 'black', 'half', 'white', 'black']","['Quarter rest', 'Sixteenth rest', 'Sixteenth rest', 'half rest', 'whole rest', 'eighth rest']",6
wav_EbFAbAEbE358934.wav,"['Eb', 'F', 'Ab', 'A', 'Eb', 'E']",120,"['white', 'whole', 'half', 'Quater', 'black', 'black']","['whole rest', 'Quarter rest', 'whole rest', 'whole rest', 'Quarter rest', 'Quarter rest']",6
wav_DDEbEbAbF223385.wav,"['D', 'D', 'Eb', 'Eb', 'Ab', 'F']",120,"['white', 'white', 'Quater', 'white', 'white', 'half']","['eighth rest', 'half rest', 'Quarter rest', 'eighth rest', 'Quarter rest', 'no rest']",6
wav_C#F#BbCDC1610020.wav,"['C#', 'F#', 'Bb', 'C', 'D', 'C']",120,"['whole', 'half', 'black', 'half', 'black', 'Quater']","['Sixteenth rest', 'whole rest', 'Quarter rest', 'eighth rest', 'no rest', 'whole rest']",6
wav_BAFAbBB119581111.wav,"['B', 'A', 'F', 'Ab', 'B', 'B']",120,"['whole', 'Quater', 'Quater', 'black', 'black', 'white']","['whole rest', 'half rest', 'whole rest', 'Quarter rest', 'whole rest', 'whole rest']",6
wav_BbAbBF#DA10811629.wav,"['Bb', 'Ab', 'B', 'F#', 'D', 'A']",120,"['Quater', 'white', 'black', 'half', 'black', 'white']","['Sixteenth rest', 'whole rest', 'Quarter rest', 'Quarter rest', 'Sixteenth rest', 'Quarter rest']",6
wav_C#AbBDFA1811259.wav,"['C#', 'Ab', 'B', 'D', 'F', 'A']",120,"['whole', 'whole', 'half', 'black', 'black', 'Quater']","['no rest', 'eighth rest', 'whole rest', 'whole rest', 'half rest', 'Sixteenth rest']",6
wav_F#AC#C#AbEb691183.wav,"['F#', 'A', 'C#', 'C#', 'Ab', 'Eb']",120,"['black', 'whole', 'whole', 'black', 'black', 'Quater']","['no rest', 'eighth rest', 'eighth rest', 'Quarter rest', 'Quarter rest', 'whole rest']",6
wav_FEbBbEbED5310342.wav,"['F', 'Eb', 'Bb', 'Eb', 'E', 'D']",120,"['whole', 'half', 'whole', 'black', 'white', 'Quater']","['eighth rest', 'Quarter rest', 'half rest', 'no rest', 'no rest', 'no rest']",6
wav_GGGCEBb7770410.wav,"['G', 'G', 'G', 'C', 'E', 'Bb']",120,"['Quater', 'half', 'black', 'whole', 'Quater', 'black']","['whole rest', 'half rest', 'Sixteenth rest', 'Sixteenth rest', 'eighth rest', 'no rest']",6
wav_GF#DBbCF#7621006.wav,"['G', 'F#', 'D', 'Bb', 'C', 'F#']",120,"['half', 'Quater', 'Quater', 'white', 'half', 'whole']","['eighth rest', 'whole rest', 'half rest', 'eighth rest', 'Sixteenth rest', 'Sixteenth rest']",6
wav_CBEBFF01141155.wav,"['C', 'B', 'E', 'B', 'F', 'F']",120,"['Quater', 'whole', 'whole', 'black', 'half', 'whole']","['eighth rest', 'no rest', 'no rest', 'Sixteenth rest', 'no rest', 'Sixteenth rest']",6
wav_F#BbF#AC#Bb61069110.wav,"['F#', 'Bb', 'F#', 'A', 'C#', 'Bb']",120,"['black', 'black', 'whole', 'black', 'Quater', 'black']","['no rest', 'Sixteenth rest', 'Sixteenth rest', 'no rest', 'Sixteenth rest', 'whole rest']",6
wav_ECGEC#C#407411.wav,"['E', 'C', 'G', 'E', 'C#', 'C#']",120,"['whole', 'Quater', 'white', 'Quater', 'white', 'half']","['whole rest', 'half rest', 'Sixteenth rest', 'Quarter rest', 'whole rest', 'no rest']",6
wav_CEC#C#GB0411711.wav,"['C', 'E', 'C#', 'C#', 'G', 'B']",120,"['half', 'half', 'black', 'half', 'Quater', 'white']","['eighth rest', 'eighth rest', 'Quarter rest', 'half rest', 'no rest', 'Quarter rest']",6
wav_DEDF#CG242607.wav,"['D', 'E', 'D', 'F#', 'C', 'G']",120,"['Quater', 'half', 'Quater', 'whole', 'white', 'white']","['whole rest', 'half rest', 'Quarter rest', 'Quarter rest', 'no rest', 'Sixteenth rest']",6
