File Name,label,tempo,rhythm,rest,num of pitch
wav_CBbF0105.wav,"['C', 'Bb', 'F']",100,"['white', 'white', 'white']","['half rest', 'whole rest', 'Sixteenth rest']",3
wav_F#F#C#661.wav,"['F#', 'F#', 'C#']",100,"['white', 'white', 'white']","['half rest', 'half rest', 'Quarter rest']",3
wav_EF#C#461.wav,"['E', 'F#', 'C#']",140,"['white', 'white', 'white']","['half rest', 'whole rest', 'eighth rest']",3
wav_FAbA589.wav,"['F', 'Ab', 'A']",80,"['white', 'white', 'white']","['eighth rest', 'whole rest', 'Sixteenth rest']",3
wav_CDF#026.wav,"['C', 'D', 'F#']",120,"['white', 'white', 'white']","['Sixteenth rest', 'eighth rest', 'half rest']",3
wav_BbFF#1056.wav,"['Bb', 'F', 'F#']",120,"['white', 'white', 'white']","['Sixteenth rest', 'half rest', 'half rest']",3
wav_CF#Bb0610.wav,"['C', 'F#', 'Bb']",80,"['white', 'white', 'white']","['eighth rest', 'half rest', 'eighth rest']",3
wav_EbAbF385.wav,"['Eb', 'Ab', 'F']",120,"['white', 'white', 'white']","['eighth rest', 'Sixteenth rest', 'whole rest']",3
wav_BFE1154.wav,"['B', 'F', 'E']",160,"['white', 'white', 'white']","['Sixteenth rest', 'eighth rest', 'Sixteenth rest']",3
wav_GBF#7116.wav,"['G', 'B', 'F#']",160,"['white', 'white', 'white']","['Quarter rest', 'whole rest', 'Sixteenth rest']",3
wav_BFD1152.wav,"['B', 'F', 'D']",120,"['white', 'white', 'white']","['Quarter rest', 'whole rest', 'Quarter rest']",3
wav_GGAb778.wav,"['G', 'G', 'Ab']",100,"['white', 'white', 'white']","['half rest', 'eighth rest', 'whole rest']",3
wav_CGA079.wav,"['C', 'G', 'A']",120,"['white', 'white', 'white']","['Sixteenth rest', 'whole rest', 'half rest']",3
wav_F#AC#691.wav,"['F#', 'A', 'C#']",120,"['white', 'white', 'white']","['eighth rest', 'half rest', 'Sixteenth rest']",3
wav_BBbF#11106.wav,"['B', 'Bb', 'F#']",100,"['white', 'white', 'white']","['half rest', 'Quarter rest', 'whole rest']",3
wav_GCF705.wav,"['G', 'C', 'F']",120,"['white', 'white', 'white']","['eighth rest', 'half rest', 'eighth rest']",3
wav_DC#B2111.wav,"['D', 'C#', 'B']",100,"['white', 'white', 'white']","['whole rest', 'Quarter rest', 'whole rest']",3
wav_BbFBb10510.wav,"['Bb', 'F', 'Bb']",140,"['white', 'white', 'white']","['eighth rest', 'Sixteenth rest', 'half rest']",3
wav_AF#G967.wav,"['A', 'F#', 'G']",140,"['white', 'white', 'white']","['eighth rest', 'Quarter rest', 'Sixteenth rest']",3
wav_C#CA109.wav,"['C#', 'C', 'A']",100,"['white', 'white', 'white']","['whole rest', 'Sixteenth rest', 'Sixteenth rest']",3
wav_ECC400.wav,"['E', 'C', 'C']",160,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_CF#C#061.wav,"['C', 'F#', 'C#']",120,"['white', 'white', 'white']","['half rest', 'eighth rest', 'eighth rest']",3
wav_AGA979.wav,"['A', 'G', 'A']",120,"['white', 'white', 'white']","['Sixteenth rest', 'Sixteenth rest', 'eighth rest']",3
wav_C#F#G167.wav,"['C#', 'F#', 'G']",80,"['white', 'white', 'white']","['Sixteenth rest', 'whole rest', 'Sixteenth rest']",3
wav_F#DEb623.wav,"['F#', 'D', 'Eb']",140,"['white', 'white', 'white']","['Quarter rest', 'half rest', 'Quarter rest']",3
wav_AbC#Bb8110.wav,"['Ab', 'C#', 'Bb']",160,"['white', 'white', 'white']","['half rest', 'Sixteenth rest', 'Sixteenth rest']",3
wav_BCF#1106.wav,"['B', 'C', 'F#']",80,"['white', 'white', 'white']","['half rest', 'half rest', 'whole rest']",3
wav_C#BB11111.wav,"['C#', 'B', 'B']",80,"['white', 'white', 'white']","['half rest', 'Quarter rest', 'whole rest']",3
wav_FDAb528.wav,"['F', 'D', 'Ab']",160,"['white', 'white', 'white']","['Quarter rest', 'whole rest', 'Sixteenth rest']",3
wav_GBD7112.wav,"['G', 'B', 'D']",80,"['white', 'white', 'white']","['whole rest', 'whole rest', 'Quarter rest']",3
wav_GBE7114.wav,"['G', 'B', 'E']",120,"['white', 'white', 'white']","['Sixteenth rest', 'Sixteenth rest', 'half rest']",3
wav_FGB5711.wav,"['F', 'G', 'B']",120,"['white', 'white', 'white']","['Sixteenth rest', 'Quarter rest', 'Sixteenth rest']",3
wav_BBbA11109.wav,"['B', 'Bb', 'A']",80,"['white', 'white', 'white']","['Quarter rest', 'Quarter rest', 'Quarter rest']",3
wav_ECB4011.wav,"['E', 'C', 'B']",100,"['white', 'white', 'white']","['Sixteenth rest', 'Sixteenth rest', 'whole rest']",3
wav_F#AAb698.wav,"['F#', 'A', 'Ab']",160,"['white', 'white', 'white']","['Sixteenth rest', 'half rest', 'eighth rest']",3
wav_EBbE4104.wav,"['E', 'Bb', 'E']",160,"['white', 'white', 'white']","['half rest', 'eighth rest', 'Sixteenth rest']",3
wav_AbC#E814.wav,"['Ab', 'C#', 'E']",140,"['white', 'white', 'white']","['Sixteenth rest', 'Quarter rest', 'half rest']",3
wav_AEE944.wav,"['A', 'E', 'E']",80,"['white', 'white', 'white']","['whole rest', 'half rest', 'half rest']",3
wav_F#DB6211.wav,"['F#', 'D', 'B']",80,"['white', 'white', 'white']","['half rest', 'half rest', 'whole rest']",3
wav_EbEF345.wav,"['Eb', 'E', 'F']",100,"['white', 'white', 'white']","['eighth rest', 'eighth rest', 'half rest']",3
wav_BbAAb1098.wav,"['Bb', 'A', 'Ab']",140,"['white', 'white', 'white']","['eighth rest', 'whole rest', 'half rest']",3
wav_BABb11910.wav,"['B', 'A', 'Bb']",120,"['white', 'white', 'white']","['whole rest', 'half rest', 'Sixteenth rest']",3
wav_C#AbE184.wav,"['C#', 'Ab', 'E']",160,"['white', 'white', 'white']","['eighth rest', 'Quarter rest', 'whole rest']",3
wav_GFG757.wav,"['G', 'F', 'G']",160,"['white', 'white', 'white']","['half rest', 'Sixteenth rest', 'Sixteenth rest']",3
wav_C#C#Bb1110.wav,"['C#', 'C#', 'Bb']",140,"['white', 'white', 'white']","['whole rest', 'half rest', 'whole rest']",3
wav_F#C#Eb613.wav,"['F#', 'C#', 'Eb']",120,"['white', 'white', 'white']","['Quarter rest', 'Quarter rest', 'Sixteenth rest']",3
wav_DAbC#281.wav,"['D', 'Ab', 'C#']",160,"['white', 'white', 'white']","['eighth rest', 'eighth rest', 'half rest']",3
wav_CBD0112.wav,"['C', 'B', 'D']",160,"['white', 'white', 'white']","['Quarter rest', 'Sixteenth rest', 'Quarter rest']",3
wav_AbDEb823.wav,"['Ab', 'D', 'Eb']",120,"['white', 'white', 'white']","['half rest', 'eighth rest', 'eighth rest']",3
wav_FAbB5811.wav,"['F', 'Ab', 'B']",100,"['white', 'white', 'white']","['Quarter rest', 'Sixteenth rest', 'Sixteenth rest']",3
wav_AC#G917.wav,"['A', 'C#', 'G']",120,"['white', 'white', 'white']","['half rest', 'Quarter rest', 'Quarter rest']",3
wav_AEC940.wav,"['A', 'E', 'C']",160,"['white', 'white', 'white']","['Quarter rest', 'Quarter rest', 'half rest']",3
wav_EbEbC#331.wav,"['Eb', 'Eb', 'C#']",160,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_AFG957.wav,"['A', 'F', 'G']",140,"['white', 'white', 'white']","['Sixteenth rest', 'half rest', 'eighth rest']",3
wav_FEBb5410.wav,"['F', 'E', 'Bb']",140,"['white', 'white', 'white']","['eighth rest', 'eighth rest', 'Quarter rest']",3
wav_DED242.wav,"['D', 'E', 'D']",80,"['white', 'white', 'white']","['eighth rest', 'Sixteenth rest', 'half rest']",3
wav_EbBC3110.wav,"['Eb', 'B', 'C']",100,"['white', 'white', 'white']","['eighth rest', 'whole rest', 'eighth rest']",3
wav_C#GG177.wav,"['C#', 'G', 'G']",140,"['white', 'white', 'white']","['whole rest', 'Quarter rest', 'eighth rest']",3
wav_EDD422.wav,"['E', 'D', 'D']",160,"['white', 'white', 'white']","['whole rest', 'half rest', 'eighth rest']",3
wav_DEbF#236.wav,"['D', 'Eb', 'F#']",160,"['white', 'white', 'white']","['Quarter rest', 'whole rest', 'eighth rest']",3
wav_EbAbAb388.wav,"['Eb', 'Ab', 'Ab']",100,"['white', 'white', 'white']","['Quarter rest', 'Sixteenth rest', 'Quarter rest']",3
wav_EEC440.wav,"['E', 'E', 'C']",140,"['white', 'white', 'white']","['eighth rest', 'whole rest', 'eighth rest']",3
wav_FEbF535.wav,"['F', 'Eb', 'F']",140,"['white', 'white', 'white']","['eighth rest', 'whole rest', 'half rest']",3
wav_AbGA879.wav,"['Ab', 'G', 'A']",80,"['white', 'white', 'white']","['whole rest', 'whole rest', 'half rest']",3
wav_EbCAb308.wav,"['Eb', 'C', 'Ab']",100,"['white', 'white', 'white']","['whole rest', 'Sixteenth rest', 'eighth rest']",3
wav_DEbD232.wav,"['D', 'Eb', 'D']",140,"['white', 'white', 'white']","['Quarter rest', 'Quarter rest', 'whole rest']",3
wav_DAEb293.wav,"['D', 'A', 'Eb']",100,"['white', 'white', 'white']","['whole rest', 'Sixteenth rest', 'Quarter rest']",3
wav_AbAEb893.wav,"['Ab', 'A', 'Eb']",100,"['white', 'white', 'white']","['Sixteenth rest', 'whole rest', 'eighth rest']",3
wav_AbEbC830.wav,"['Ab', 'Eb', 'C']",140,"['white', 'white', 'white']","['Sixteenth rest', 'Quarter rest', 'Quarter rest']",3
wav_BbEbF1035.wav,"['Bb', 'Eb', 'F']",140,"['white', 'white', 'white']","['whole rest', 'Quarter rest', 'whole rest']",3
