File Name,label,tempo,rhythm,rest,num of pitch
wav_CAF#096.wav,"['C', 'A', 'F#']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_C#DC#121.wav,"['C#', 'D', 'C#']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_AEE944.wav,"['A', 'E', 'E']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_GEbEb733.wav,"['G', 'Eb', 'Eb']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_BbEBb10410.wav,"['Bb', 'E', 'Bb']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_AbGF#876.wav,"['Ab', 'G', 'F#']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_AAbF985.wav,"['A', 'Ab', 'F']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_BbBD10112.wav,"['Bb', 'B', 'D']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_EDAb428.wav,"['E', 'D', 'Ab']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_BbC#Eb1013.wav,"['Bb', 'C#', 'Eb']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_ABbC9100.wav,"['A', 'Bb', 'C']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_F#EbF#636.wav,"['F#', 'Eb', 'F#']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_GBE7114.wav,"['G', 'B', 'E']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_F#GD672.wav,"['F#', 'G', 'D']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_DC#E214.wav,"['D', 'C#', 'E']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_BbAbD1082.wav,"['Bb', 'Ab', 'D']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_AbEbG837.wav,"['Ab', 'Eb', 'G']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_F#GC#671.wav,"['F#', 'G', 'C#']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_FCF#506.wav,"['F', 'C', 'F#']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_CF#A069.wav,"['C', 'F#', 'A']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_CC#C010.wav,"['C', 'C#', 'C']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_F#BC#6111.wav,"['F#', 'B', 'C#']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_BF#F#1166.wav,"['B', 'F#', 'F#']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_EF#Ab468.wav,"['E', 'F#', 'Ab']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_CCF#006.wav,"['C', 'C', 'F#']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_C#F#B1611.wav,"['C#', 'F#', 'B']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_C#BD1112.wav,"['C#', 'B', 'D']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_EFE454.wav,"['E', 'F', 'E']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_CAF095.wav,"['C', 'A', 'F']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_AFE954.wav,"['A', 'F', 'E']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_BbEG1047.wav,"['Bb', 'E', 'G']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_CEA049.wav,"['C', 'E', 'A']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_ECB4011.wav,"['E', 'C', 'B']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_ABE9114.wav,"['A', 'B', 'E']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_BbGC#1071.wav,"['Bb', 'G', 'C#']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_C#F#F#166.wav,"['C#', 'F#', 'F#']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_BbBbC10100.wav,"['Bb', 'Bb', 'C']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_EbAbB3811.wav,"['Eb', 'Ab', 'B']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_C#EC140.wav,"['C#', 'E', 'C']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_CC#F015.wav,"['C', 'C#', 'F']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_CC#C#011.wav,"['C', 'C#', 'C#']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_C#BbEb1103.wav,"['C#', 'Bb', 'Eb']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_AGB9711.wav,"['A', 'G', 'B']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_EBF4115.wav,"['E', 'B', 'F']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_DBbE2104.wav,"['D', 'Bb', 'E']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_F#BD6112.wav,"['F#', 'B', 'D']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_F#DEb623.wav,"['F#', 'D', 'Eb']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_ABbB91011.wav,"['A', 'Bb', 'B']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_CED042.wav,"['C', 'E', 'D']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_EbC#Bb3110.wav,"['Eb', 'C#', 'Bb']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_AbEbB8311.wav,"['Ab', 'Eb', 'B']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_DFAb258.wav,"['D', 'F', 'Ab']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_BAB11911.wav,"['B', 'A', 'B']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_EbDC#321.wav,"['Eb', 'D', 'C#']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_EbDG327.wav,"['Eb', 'D', 'G']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_DEF245.wav,"['D', 'E', 'F']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_EbEC340.wav,"['Eb', 'E', 'C']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_C#GC#171.wav,"['C#', 'G', 'C#']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_BDF#1126.wav,"['B', 'D', 'F#']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_FAbF#586.wav,"['F', 'Ab', 'F#']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_AbABb8910.wav,"['Ab', 'A', 'Bb']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_AbFBb8510.wav,"['Ab', 'F', 'Bb']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_F#GG677.wav,"['F#', 'G', 'G']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_EbFA359.wav,"['Eb', 'F', 'A']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_F#GF#676.wav,"['F#', 'G', 'F#']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_AbC#C#811.wav,"['Ab', 'C#', 'C#']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_EAbF#486.wav,"['E', 'Ab', 'F#']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_AbBF#8116.wav,"['Ab', 'B', 'F#']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_EbDAb328.wav,"['Eb', 'D', 'Ab']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_EbBC3110.wav,"['Eb', 'B', 'C']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_AEC#941.wav,"['A', 'E', 'C#']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_AAbF#986.wav,"['A', 'Ab', 'F#']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_BbF#G1067.wav,"['Bb', 'F#', 'G']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_FEbF535.wav,"['F', 'Eb', 'F']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_EF#Eb463.wav,"['E', 'F#', 'Eb']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_EAbA489.wav,"['E', 'Ab', 'A']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_EbFC#351.wav,"['Eb', 'F', 'C#']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_DAbE284.wav,"['D', 'Ab', 'E']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_EEF445.wav,"['E', 'E', 'F']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_AbBbG8107.wav,"['Ab', 'Bb', 'G']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_EbAEb393.wav,"['Eb', 'A', 'Eb']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_C#F#Eb163.wav,"['C#', 'F#', 'Eb']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_BF#B11611.wav,"['B', 'F#', 'B']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_GDE724.wav,"['G', 'D', 'E']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_FC#G517.wav,"['F', 'C#', 'G']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_ABbA9109.wav,"['A', 'Bb', 'A']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_EEA449.wav,"['E', 'E', 'A']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_AbBbF8105.wav,"['Ab', 'Bb', 'F']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_FCE504.wav,"['F', 'C', 'E']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_BC#F#1116.wav,"['B', 'C#', 'F#']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_CF#C#061.wav,"['C', 'F#', 'C#']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_GAF795.wav,"['G', 'A', 'F']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_F#BF6115.wav,"['F#', 'B', 'F']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_AbCF805.wav,"['Ab', 'C', 'F']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_EbCC300.wav,"['Eb', 'C', 'C']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_ABF#9116.wav,"['A', 'B', 'F#']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_EbABb3910.wav,"['Eb', 'A', 'Bb']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_CDBb0210.wav,"['C', 'D', 'Bb']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_GCC700.wav,"['G', 'C', 'C']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_CDC020.wav,"['C', 'D', 'C']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_F#ABb6910.wav,"['F#', 'A', 'Bb']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_EF#B4611.wav,"['E', 'F#', 'B']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_BbGF1075.wav,"['Bb', 'G', 'F']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_CBbF0105.wav,"['C', 'Bb', 'F']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_BbGAb1078.wav,"['Bb', 'G', 'Ab']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_GCAb708.wav,"['G', 'C', 'Ab']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_CF#C060.wav,"['C', 'F#', 'C']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_BFF1155.wav,"['B', 'F', 'F']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_CAbBb0810.wav,"['C', 'Ab', 'Bb']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_C#F#D162.wav,"['C#', 'F#', 'D']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_CAbA089.wav,"['C', 'Ab', 'A']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_BGBb11710.wav,"['B', 'G', 'Bb']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_DF#E264.wav,"['D', 'F#', 'E']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_EGEb473.wav,"['E', 'G', 'Eb']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_BBbF11105.wav,"['B', 'Bb', 'F']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_CAbC#081.wav,"['C', 'Ab', 'C#']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
wav_FC#Eb513.wav,"['F', 'C#', 'Eb']",120,"['white', 'white', 'white']","['half rest', 'half rest', 'half rest']",3
